id	status	length	sequence_sha256	reason
P53780	retrieved	464	a4b591062d44fe1532ff1943eb8f42f09edab9f1f1c54f47c895da28132e5ade	
P54609	retrieved	809	c8a48cb80fa6374d1bd739eb2e45f490863936d976629dd4fc52f7c71e633752	
P55034	retrieved	386	63ea760e5e2fce2a79783d26ec0675c48f7b2f11838366deca2cda4dede3bea2	
P55228	retrieved	520	4ea09f91fa1dffd1cd784e0c3bd57b98fcf5d562d15e06b6a090cb8179eba108	
P55737	retrieved	699	db9ea525e38f979c3c24038be651311dcbfb6021f1b2492f4b565ec406968221	
P55852	retrieved	100	fb479065342c86459dc9920cea7e327128729375834316d94c44bc37ba8a8c03	
P56755	retrieved	172	f5924ced418bfad140f111e06b8754f653627b3ac8921ea22878cd1dc2ea5983	
P56760	retrieved	81	86e5b6150bf62bbc24465bf47e55314fba69f74edabdf9ce0648c89b3bee8d47	
P56761	retrieved	353	63d867095f4ed443c97c8e28d62abef976c89994f49f54c967d415790e906829	
P56762	retrieved	329	2dc93af059fa1b70e3f8d0dc4eaa186fc4ffa37b8c22d0dfed81059a52ad4a07	
P56764	retrieved	1376	973ffcdc39c79229b7baa1aee4306ec01d527900a46a61791dae342b59e92663	
P56771	retrieved	320	e39dd7f7a1c3193e0fe3ad9e9bb3d9a633a08916a09d423dbf1d5626a83f02d4	
P56773	retrieved	215	85da9293d76a189fe4c33d454f8ddb3110aa21ceddc85d383b89f89b753f1d45	
P56780	retrieved	73	da5b8a9911601004cf711a71267b90df1309c453cd844610c64575fa03188858	
P56785	retrieved	1786	183f42d4add875306e9797cf120b3e0c1ccb3c1ded68c45482f66b067ad2b57b	
P56792	retrieved	122	500424d76aa514b8fa199449350432f5436ea666562802f7de48b58a2818071a	
P56795	retrieved	160	3c375fe2d1a4317e7d4d9ebe8a832d04cdd29425841baab985845af3a32440b9	
P56804	retrieved	100	a6bcb922867f825c91f7671ba247173c671bf15b8e81a0d92e422febc2ba310b	
P57742	retrieved	151	8055d1e5a4788a7374aa6e69b09293d5e9da8750c2628c1535af1566291ad7ca	
P57758	retrieved	270	092080536c396b4dfe436dd66636857d55686ffd384246469ea254e73f0c21b3	
P58684	retrieved	192	0ad0c2a1bdef3ddc0acf064a49705aec98f1f96000b55152daa502f3b5a0abc1	
P59220	retrieved	149	8e79181823f49dcb53091e22f1ba4bc7409a53ce7eaee11dea7c6158532a75c5	
P59227	missing	0		not returned by UniProt
P59229	retrieved	166	d480087fd1c02347ffe207211e42c6a552d92be23e2958850d6672fee03c4cfd	
P59232	retrieved	157	3ac5749b67bf8dc6b6818816f4ba8ebb457ae1f58be60f41016ac1d02e470d60	
P59233	retrieved	157	3f198eb6996eba499a684a833f5430d36e74aefdc8a7e312696458ec48cd86c3	
P59263	missing	0		not returned by UniProt
P60112	retrieved	85	e4cb498dfc7b54f2739c97a73c9411a70ce59399b2a3d0702bed4e811e32c19f	
P61837	retrieved	286	88068c42498eefe281e10dc4dde660c41359528a4ca28c8c22fe07e47ea8a0c6	
P62598	retrieved	596	72abbdb6bfe31fc47c1119a9fbd44a7a78b943e9b8bd87cc4cd6e295b9a4e4b3	
P68349	retrieved	260	d95318ac6150a1499c094c4c4faa38ee744d403917fb678e6c6d204bc0684fd9	
P68350	retrieved	175	0902a3ec51ff90df49c0138ed36029c0c0ec022ca1f8909df338f9e41015fe70	
P82280	retrieved	352	70e1ec0f23b073c764ad66463841eda96a507d48898002afb049b79185641c79	
P82715	retrieved	297	65e483793046a6bd98e9a6919fd9f23caeb62687afdbd3cc9364c03b8608baa3	
P82805	retrieved	187	5e86ee3931b6fbcc879896fc3752030843ee6d821d649fd8d5da6711d0cf0330	
P82873	retrieved	210	fa3dbbab36b39cfc491ae90a3b33414d9dbe31b6b5afb8dc05c18298ae67e187	
P82874	retrieved	202	6601914968f3deea33c8ce9766293075efe17609e02ad815a9a2d5659b4b60cf	
P83484	retrieved	556	ca3e421df9b739ec9b7675de77bd17e4a03ea08f9e12b9c421cc4d902e34a11b	
P83755	retrieved	353	d0ad071bdc12c68037c877969bf4e9023de0f1bae9258b9eb46820ee3a6aa901	
P84634	retrieved	1702	80e31fc907f2dc714263271fbd6b84a2cfc08a2be17b8d03ca17a9f8a9494153	
P92525	retrieved	184	dc1828831fb3be5411baa81d3035d15e00fc25b9e40bc1325b5a476778e70888	
P92557	retrieved	148	7b95d66b2fc25b249575e1c974e8e41f5afe65ddd8d8c08086c8c0c4e12f3596	
P92935	retrieved	618	eb100ab50fce4c3c1308590006cae9f5a23c5d8ab0c47f8db46082a0a7689bc5	
P92942	retrieved	780	97047e66db877ced92c923518f9ed8216bf54844f0369b435f8f87f392980584	
P92958	retrieved	512	537636875eb12e4eb76a154565a1a6e8e4e817557480ae1f44ed6ffb0a0fba68	
P92963	retrieved	211	a52cc4f937215bb6d4af3cc66d715c346a9faebc090e7450c9f16f2181feb534	
P92965	retrieved	350	fc543aaff7dc7fbe193e297aa4ac6ccaf04e317287c47e31f612497506e705f5	
P92973	retrieved	608	cff8b0a060a9a4f2e7352eb0a446ff45830c5f32f8fac9b45027bed7b6535446	
P92978	retrieved	197	b846b14d9dbc5a9f56587f2c7c488d858b72de852f1267c1ffeacb38e599a434	
P92981	retrieved	454	0b2920c3f2ab092e2e3b97ff3d2e9c01eb35cfc8f598272bf0e447f6f9ba6c6b	
P92983	retrieved	499	f15d79436d64203722e0f2d93193804662bb54c3cd5954ba6d7e44d4a09cd49e	
P93002	retrieved	593	a0cb9b216eff23cc4e19ce78dd93ee24987a0b68917d94f2050dafb87922c612	
P93004	retrieved	280	4b82469e8767affceaa386ba804a450d61666496104863b1432454430904f819	
P93022	retrieved	1164	b3427868df25e9ae36bdb2ae512190dd517e5b465f8284cac7d4205e6d407cc1	
P93024	retrieved	902	21c70e4dfa2956c53d739f3c217921302f23c7998384653349a0291f09ed0476	
P93025	retrieved	915	e9add078fd30c9f311d284730f3b75e1141401eeab6ee059583b82fcae9337ea	
P93045	retrieved	240	423cde74fc2892a86fb624e794032525cc9274dc9ea7e02caa82f469cfe6e1b7	
P93048	retrieved	86	bbcc9da4b9cf597436e1127acae9b8d47b9b939448efe867a63fbe6ff42fb864	
P93050	retrieved	617	09d6e3e26b97ac187c45b3dfdbfbe5c4bae68508d572b8e4f0702d5cec7232ed	
P93303	retrieved	158	5ef84cf6b6b23dc4065e6651aa3a756fa131727cef3105646d77ce401ebbc3d5	
P93306	retrieved	394	3774d462106c4273a78280185ea799a4c4e1c1d64bef5df07d96c13a79d1cd78	
P93743	retrieved	269	1af3d4c811d560c0320efade06e2e7b4df0ea82b91ab927ff35fa46a0f607b20	
P93819	retrieved	332	4cee3e365ddb66e07ba91aabd8b2d1540e6dbf3ddb9035403e3aa55bb5c0eaa5	
P93822	retrieved	133	eb037c80725d982fe1b1ba2a2e0c5a22039114d56efeba06da1b52d9b4291c77	
P93831	retrieved	902	feb0f58d51c04a70900d51163b52a8155c0b60cece5f37af5d5ad3809105de75	
P93832	retrieved	405	a5a10946fa15b85e9cfc9d2d2549d7595b544e12c06888ccc54cfa3375bc4b1f	
P93836	retrieved	445	627404551845f846b90e7a90c939b6280defb18d0fa67a959659759afb54538f	
P94077	retrieved	189	16f53e6209b592990c49ceff32166aac9374d5a9e3152c81f1a96540971ec67a	
P94102	retrieved	342	10f124190904a41d06a671b5c1c8a5835c718a091dc7b54105aa11c52f526908	
Q00958	retrieved	420	2857398900936d90df2dd92e3bfa87e9e7885245093398a27ebd22a9f39d0fff	
Q01474	retrieved	193	f9ea6746c5b4d92f2b807017092dd52e3837ac140f0d4800d9062390c341ee62	
Q01525	retrieved	259	f0de026074fe913b90132486eb8168ab6968803972385bc277245594ca6c5fa9	
Q01667	retrieved	241	b3538fa6744632e0a9425b75c70a3813b00871875517fa655856b916502a6eba	
Q02283	retrieved	272	deb40cd84b7942dd4857e3b4672c212c3d2d0d54bd062e7f6a3045c3b300bc4a	
Q03509	retrieved	149	9213fab61f75602b93289a77cd1c470882d1a59717effd3000a4a0203186e84b	
Q05466	retrieved	284	c95cfc7e8019e1bf6e6826d460bfb8266c3389ca0001e76b26dc3e4d17543754	
Q05609	retrieved	821	4ce2f469b90e7ff0645ea649dd3d84477f66535ef3045c4bd3f561101e1411c6	
Q05753	retrieved	435	522726b90e92aa6b2fcfc7bc8bcb3128252a1965b844e30cebac76517b8ceeca	
Q05763	retrieved	565	9856371c05e2c48cae73d7b273b7eefef4feb5df3880014b74565585789330a5	
Q058I9	retrieved	354	1c8e2aa4276ac938b3a1be5aad6c9a53cce7d127090182cd77c145123c3edb34	
Q058N0	retrieved	495	eaa3c7716fd761bdf121c0adc496d532803a311bca8dc03e4b2f19857bce91e2	
Q058P7	retrieved	445	e2fdf7ead8ef83276d8f6b5d8c49354ec82299493fa85e94bd96fa00fdc9a66a	
Q06850	retrieved	610	a977b0b8df71d83c8560a95f5671de67a784530935664528b868c856a0a15dfa	
Q07098	retrieved	306	235cf78ac9b0a4fd1e47989cb880aaec1372f778631cc8fa61723a2b8efff7f1	
Q08467	retrieved	409	2117ce57b843216cfa2bf29e2eaa89912c4240f7702f1cc1708ad631ea334660	
Q08733	retrieved	286	5aaa7dead3c8a88576018dca7af9c1c76b4799096b69edab7256b2c7b1582fa1	
Q08A69	retrieved	412	c91633f2c9009dad2e8b756ed06ea2031683a33c601179ef4c6d61c3c42c9ef6	
Q0PCS3	retrieved	910	738c4caf70eafc8bfceef6ea5bd956dfc2d8f16722f385496bd8bd1073148f74	
Q0PW40	retrieved	673	a478195ec911f7568e44b850effc3e8c205c0230d7ddfa40b0f6fa459a2e601c	
Q0V7X4	retrieved	318	4a9eaa2e8b132fa568e8d12cd27ae59e771075ecf697e8c67238d8f86683d726	
Q0V7Y3	retrieved	404	967f6990e3740aade32137d389760e8f8551e4284526b10198552aa5e0e091a3	
Q0V811	retrieved	229	630a929851c0523a83567139253ed97fcb794836ed177467dcb911c9fe8c4fda	
Q0WKW1	retrieved	779	72338275ffe5b83e9b62e1700c3371a84cd7da652e73dc9aaa5d5b5c04d73914	
Q0WKZ9	retrieved	521	9b428d0cdfcc94c9e6f54a5607ab48366cee81b39b5f455c73a571019b8ee881	
Q0WLB5	retrieved	1703	40adf2a916828ca52ced390b0ac8076a394de264f62a447148b285caaaeeb1e6	
Q0WLS8	retrieved	1377	4a151551fac11bd79e88e030c7b5c7144487bd64ebe4ec3b73f767ca8bef23da	
Q0WLZ8	retrieved	196	53df46dfa54992d2364abd7792928fc9d104ac84964774055828a0de4c25ae59	
Q0WM93	retrieved	1265	569e85c479c6acfb79d05f284bdfda84baf13fe004f150d353dd3ce20ae2136d	
Q0WN54	retrieved	500	4e4d258502353c216863f0fe8eb09a3c39dc69f2c099ce2bec93490a35926685	
Q0WNP7	retrieved	463	468cee3006690cdbbf874bfc5e79e735199d0861f78827c048b8f3f12a2cafbd	
Q0WPF2	retrieved	808	a78a30a570794ca2100739d5ee51c2e64a5ad0fd65c89d482e120ae88451d571	
Q0WPH8	retrieved	956	b3add41dbc1efb0cbaea679d2aacb30d12953154e29c95cdb9fb1bb2eb347deb	
Q0WQ91	retrieved	157	ead33d1ed683fa07d1639ebdc4bd3d46c54afb5cafab88857bdc10552ef8330e	
Q0WQN9	retrieved	298	bf41a97d7347dc9cfff862bbd9818ad1870ea133c40d60eb6d829402c988a127	
Q0WR59	retrieved	1048	d830a841c2747ecfe090cf505120443bbb6ac26f84b406b860aa376ec0857ff7	
Q0WRC9	retrieved	479	d9c7df00c22bebb822debc376bfd029c6e904049000c42d928ee75aa0f67929b	
Q0WT48	retrieved	687	10722c6f27aa53420100022d277499edcb41ee864cf965e537cda90845bf19bb	
Q0WTY4	retrieved	222	097e87f084101c770960e249205c8eb5c3669df374ce25b4382bb89f31b9642d	
Q0WUA3	retrieved	382	af1084c1a53fff26aa52a55fa70feab4937d920599556211dd292e8a0cff6d35	
Q0WVD6	retrieved	601	9d5cf927d39084d6b37c85ed7666d4b2449e4b67be66978dd3f46acd2979cae1	
Q0WVM4	retrieved	634	58b69000c082880d5b8a3271cfb6af99a790414f2fcea1e097d45256d416e5ab	
Q0WVR4	retrieved	345	9319967efb092a1e6fe2b0122bdd070f8fa7144910effb15b9cb874fe1ee9d5d	
Q0WVZ1	retrieved	743	9bfd13344394c29043552b89daa921193a575254dea5a72f0b1847e3d511b028	
Q0WW40	retrieved	383	5803cccb602858ef0a4da89743bb75a9151c252f36cc7bb3d48f45ceab8845e1	
Q0WW84	retrieved	435	96fa7929b899517b8a5fa646c7b52201826899c796804d733e73e68d060b1379	
Q147F7	retrieved	455	2b6f265b08582aa10c37a9f8db3c4ac80007cc9f6ab3397b96e4716b9113e897	
Q147J7	retrieved	130	db3f7fd1ff746511adf6bdbc6141988d61320fcbdd88f3dee18d8d56b9553410	
Q147N7	retrieved	287	093f485d2c845725fc6b95e94c2f0695e0e6afd35c4efe179e90f3f1efad8171	
Q147Q9	retrieved	384	f23f5c4ffe29f850cc97c3ca94d1cbe533c3a4caecd443fcecd0f0af65d9e794	
Q17TI5	retrieved	344	5e8ba402d88253218e7cd61fedab70ee96a437f63bf34ee53146665c6b6ee9e4	
Q1EBV6	retrieved	410	266c00296cde100ad1486b98432f1b8fbba89262a51ee5e6d260844a09e77705	
Q1EC57	retrieved	317	da8dff9ff6981110add85fa7c97669699a0d1091ecd4508d1cee5e4092b2291a	
Q1ECF1	retrieved	211	471afddd30895ef4f3aa5f131efc0d4133cd2f179a23d560b6410fae97898939	
Q1ECJ7	retrieved	174	dcb2a30967b75c26fffea3f0dbca4a275a0b87da2405fd3ff8b7062e2185b34b	
Q1ECK0	retrieved	167	ca0c987790ab01a5a58e906395a7f92d7b5f1716ad5b0c730c75dd6207eee02a	
Q1G3F7	retrieved	456	a04e12c70031ab511c9655749d547b48a08b7529051ff4fbfbf929a2ef76e904	
Q1G3K7	retrieved	127	2bfc2d4dca648ffa985504011b56a4c3f3cb75456e3b0e62450af30d3f149981	
Q1G3Q4	retrieved	256	a4725b97de2284aee1192fe17bb0675fa9fc7d2404f08a85bbc6a06308b22fe2	
Q1G3Z3	retrieved	91	5e8f8c81048e58c457428c5e8009633d43e40b589f6c437fc646b738c12c52a5	
Q1H595	retrieved	93	81881e41bab89697417aeef814abcbd952ad3feb9d35e3d577910b4c42b9ca3a	
Q1H5F3	retrieved	149	8e79181823f49dcb53091e22f1ba4bc7409a53ce7eaee11dea7c6158532a75c5	
Q1HDT2	retrieved	859	42c7f9cf90a930584a7d6b2cf5c69903f42c679f4573057ac4bef386e31fffde	
Q1JPM3	retrieved	522	599c665a8587db7a414a3cb12234c77ca5a344f2ec0184428f5517195062baba	
Q1JPN7	retrieved	476	aa18a628ca1d1b6c2709958669e7d49daf8ce073da063a0a127dee348070de6f	
Q1JPP8	retrieved	72	9956705728d883232d100692378971992291fc5edeb7a086cb036af75af03de9	
Q1KS66	retrieved	493	aaeb5d84092e40eff44be4a93f56c6d04bfc9908336b3c60c774918a55e1664a	
Q1PDZ0	retrieved	193	339a26e49bd91d57ca86d09d4bb2f1d0e5830d03f048e568e97a0b6c8a946f3e	
Q1PED2	retrieved	194	d6294056674cc7b909a218288690d2dbd6363697c776e64eb5bdba860ee6ff9b	
Q1PEL7	retrieved	177	f84e344676ec42c774ccb4c4d48e18e2f1e597ea49d59d482ce65d087f960026	
Q1PET6	retrieved	422	ac7eb37c4140d770861dbf5c434935c6b47d2b603d0b8c963f7c8509674cd540	
Q1PEU3	retrieved	252	6f2a4d38af6c4a5844f5b603ec4706fe454e3a93f1f59a0a9763950688b15ecb	
Q1PEY6	retrieved	156	3b9e427a66dd2b461b88851d3194c387ebf0be00fa8ec08edd3e95079d3d2135	
Q1PFB9	retrieved	555	b26152d6f90444764381ea11e2b16091b7d8d6c0e12797703e90e8c7784b137e	
Q1PFV9	retrieved	243	881be5ecf8ae9907fcc441c764f4fdfcb40749720eee409852617966730866c9	
Q24JL3	retrieved	342	4444e71530bfb89335d6e15bd106ff736a6cbaf6c97c2c508a7455bb6837d73a	
Q27GL4	retrieved	273	de73ebf2eeb70533802a01ad0b54d6feb91f859e01285cb5db6ef78482b89801	
Q27GM2	retrieved	245	c909892dc90e6f2fa78048523afaa6d51ca5f01a89412e755256ef7f386bf6c6	
Q27IK7	retrieved	2066	5ca9445aac75dcdde0445ac0f07991d730eb55a7f7388a08bfa4009a72ee0f1c	
Q29PQ8	retrieved	231	91af5c92c89fde316c01b0d84775d145cd59aca5eeb1633a23134cce65aea199	
Q29PT3	retrieved	156	173cff0731b28b5b92b55f7f1bf97eb0d4a8268f582cdfa09a3429ca33c476a2	
Q29PZ8	retrieved	150	3928c0e606457b92212670fd873555edd3bafdbe69c0c51aec5dd59e61c7f743	
Q29Q26	retrieved	344	b6d67e29de372323e5f6e0ce2f2d22cf22d3ee0e58a99a6eec7cc8108ae6e333	
Q29Q28	retrieved	345	8efd1ec1dbb9c9b8c005bca19e0b7e90528d8349b67692c179f2cc072ec708aa	
Q29Q34	retrieved	326	96fe647e8da5946238b3acfd2fb2866d05aed94d2f3da9785ab422f341508daa	
Q29Q72	retrieved	147	efd398be3829eeefb29a2166bfbc9b95c4657e844093691e157a09e12aac3385	
Q2EF88	retrieved	675	abad0e8e9768ffbdd009e757fd7e11ac424fae26ed3ae8372ed8ab4664d1fcea	
Q2HIK4	retrieved	129	db55e4030315a7ee6976cd7817d568a7739402134ca2e84d7de511175d5d9008	
Q2HIV3	retrieved	259	2c5c1cda5f67a7931ebe75342adcb406558b032d85ba97ac0b33e2770433f480	
Q2HIW3	retrieved	245	6039170906c4b3287738dad96d24ae5fde6c5178d8de55c0ad88fa5880ce9f21	
Q2LAE1	retrieved	1759	95a2819db2a218872f71f42791f005c41922277e1ac066ce4948e9a4e660d7d6	
Q2V359	retrieved	190	ba45d4bbc5d1a5c4d3cd2cccafc0d6ff3ed4c724db94b3d94331f5605f3ab398	
Q2V3B2	retrieved	323	121af2281879b75c819e1621fd1202748896d234e4dcf0053f4628f1dfb90fb1	
Q2V3H2	retrieved	390	9a5002031f74cdd9ac06aeaa12e731b262b5e2a72989f454a7654ef2f057f1c1	
Q2VWA2	retrieved	197	553ecbf7ef29ba1e87fc633fd92a08681dabfc7bb0c218174268bbdad3e9a90c	
Q304A0	retrieved	386	29a49279f122da73265295eaf00cb1e8e627b7950ab66771b12152b90b80a5af	
Q38796	retrieved	953	39e4c97db438c42f5e1f49e0a48bef5a342d65e9df48bc4a7b1672100f77a268	
Q38798	retrieved	532	d6aa0a8fa93bc601cf29fae99d0697e314b1d51c0606c67f605d4aad765ed3fe	
Q38819	retrieved	450	40e072dd23b31049597e1bb5af566c007c4a54a2ad09f249a11658ea84f542f1	
Q38822	retrieved	189	c434dc2f5af751831203a0b21cf1b88b8cdae1bf911855a9725187037633cf64	
Q38824	retrieved	189	504db9fb04c7e14ab2f40e7e1e92256b1cdee0e8dbff906a8fbc11dcc1e32d84	
Q38825	retrieved	243	a3fb3bf69c97e5804242ff6114ad4b99de3430bf097b32fc6e6ec8d88d763920	
Q38826	retrieved	321	e41e65a63c346e03a05ca17910b4d1eb925e98288e028e93c95025e0a6e058b4	
Q38826-1	missing	0		not returned by UniProt
Q38828	retrieved	261	c42d68c1b19aec7a8aec84ec283e1b87e403bf26884f0eecd07848a6fe163b6a	
Q38832	retrieved	228	6d727dde723c513c8405127f89a358368c4510af6489aaa29dcb57d7dc8b8db6	
Q38834	retrieved	852	1fcc012dcd1f195242cc47a4b1160486f7408ccea10801faf6d35e031a647f4a	
Q38836-2	missing	0		not returned by UniProt
Q38838	retrieved	221	38b2621c01e354065d81edd8ab1d872add81238bb91c512264d92dfa89765228	
Q38847	retrieved	268	df06959594c36d50b9704cca7b7d02fa163c10a2fd9870f7717c0c89bf560e97	
Q38851	retrieved	236	ae4bb665b87d507f285864615b94ca8b24c5dd3ea0db2807985d187df8c80de7	
Q38853	retrieved	182	8b29f5d7843b81683490dcd07f518419677e7508b92680387de04b1ef37ff23d	
Q38856	retrieved	347	ba807d323f99b0e42a32e05b049381b3a1755192d931d07abc84c60c42acfc5e	
Q38861	retrieved	767	cfaf6a779127597a2d1650229781b70826c58022de49ffd9bf800d6bffb0bd87	
Q38869	retrieved	501	dc37ae7563fa83c4bae624c29b8dd4c0ff6e3eefacdc7f948276b962d1966219	
Q38872	retrieved	544	70f00ee5070b99c1cdd36d904387a8e48da9a5b3f5ac2cb96173ba2dd89977bc	
Q38874	retrieved	382	e2c08a601eb0a6fbb0a7508f0e77f133738df0ed7b1aba3d4e3b89c6b98f8684	
Q38876	retrieved	242	6155d4b02bd3b35d61dee76f1ba4175b21a6604a6189fc93ccff2167bef33069	
Q38879	retrieved	133	9c52f3e235b0139daf1c7768e50c6db3dd18f19837debf3573f104491f28daf2	
Q38882	retrieved	810	3fe598a00c2daf2d37142dd53978835b1f7d7348394425934bd13a4cac0d7d24	
Q38885	retrieved	551	5efa47d1f0ed4bfefb71c60e6a67e23cc0b15ea08b41361a2f374cecaba76818	
Q38899	retrieved	363	4d1614bd4d44554c1feed8dca27fff4ced5bcc76c427961770b3fe2e68c4a1e8	
Q38900	retrieved	173	52111bb450fe630e2eb503e92b9e39f2d78eadcb9674f83e53925e24a99fec69	
Q38902	retrieved	197	22a3dcd0a601f6330308380c0e12f2a994c4a27d474f004ce7b96ce9f0b3bfe5	
Q38906	retrieved	313	f91c0bfe6442a8375919597600a6f8c9236829801c6e2f3bca07b5e86b7d64fc	
Q38911	retrieved	289	d5251a0fc6d820fcb4e3d3acc1498b5472042bd70adf2d7423d72687c84c7af0	
Q38919	retrieved	195	f69700a6faa3e9686d4a8931f1277de2ff3de347204b37312624d1f4ab339843	
Q38920	retrieved	482	06f3e4cc2d4af60c94bbf2533b59ae1df0738f08c483984bb6e506548993043b	
Q38935	retrieved	153	eaf486b734258a0f11d3d05081e2d55c5bf8524f35fea4f587637d71f4fe4999	
Q38937	retrieved	196	341d782c02682c3eeb9ba6b29086a3bfc4c760b1f19f14dac1e3c0485259f8d1	
Q38960	retrieved	346	b1d6b8a259c8d38f1d5a03609f0c7f7ff807a64c962f2b57d2a7dd0ad62de9cf	
Q38970	retrieved	2254	c44714218b87858e4f4d77b6e59407403958addcd3ef0951914bfae56af35f10	
Q38997	retrieved	512	d309007b721c4959141b217ee4eca778b63dfde15405b1b43c7ad09a5118f11a	
Q38997-2	missing	0		not returned by UniProt
Q38998	retrieved	857	1adf872ee531b0f628a7c843cdad6cadbbe41f509134e9a0366595838c47c020	
Q39008	retrieved	608	8d9631fc6ceba72bc422aa503452e4283d3c76ad7992647d30170fbf6e123f27	
Q39009	retrieved	344	0d9da2904ebc895aab0ea242a5c4962dd243346c66949ed169bde8ea23344619	
Q39010	retrieved	412	2d890e64a74fafd4ed203808f51196341cf461910caa64847fed0aee0494a330	
Q39011	retrieved	380	5af046951732e03d5faefcc97f28ee0934b5459a9aa1e957881597c07eee0c08	
Q39019	retrieved	421	dc1058d1d8a06bc42759a022fe5d9b242b230b51dcdb9d89969aa378aeaa1161	
Q39021	retrieved	370	f3cc17257f97af06c55739218b4aa3a369f12c7c523f3835ae11daaa1b7cad23	
Q39023	retrieved	370	5c2919d561879dd9bee55a46c28447f833b621087d079c1ccf58b751824307cf	
Q39024	retrieved	376	788ace45eb44436a27c4c646292d7ad19cb3224f112399096bbf95e2787ae3b0	
Q39026	retrieved	395	0bf8ddb0ee4973eb009390c1757fcb14c34adc6ea4d29e79602770eb6e84bfbb	
Q39041	retrieved	664	191703a6426df793fe6caf14010c4d4a8bab05121a09642743dcf5ac29ff2621	
Q39050	retrieved	457	fe53451b5d59424c3eba66b59eb6340e0fa24a1e4daf7e5607c2652a9a8665ac	
Q39057	retrieved	373	77c913163b12522fbcfb39982ef161396548acc1cc506f7989a1cd00fe1b8695	
Q39065	retrieved	170	caa4d4caa3e6526f888c10a80a7950b67a5c6b50b7c5bb789f018ccb6cd40154	
Q39068	retrieved	429	3b294f83b404eb7581ca06975e888f704ddae62a94b6b983a910fad791f2620c	
Q39079	retrieved	538	84ec1c386f17d22663c36d54de5f9034d027d5ece61d56c81159d94faf528d92	
Q39083	retrieved	206	8711b4f013c28db880284267ec6747fe9d8721487eb195692cbdbdc3f28748f3	
Q39090	retrieved	442	f05b749fb83886f9466181066d2c96cd1b174d25f8044c2c654c10cc0cb2505a	
Q39128	retrieved	677	628a4b0cad001725587563887ced4d4ad5ae552ce090c95362e8db8fe621d872	
Q39132	retrieved	155	f3e1b3133d601fa85d272ca29d11d919cb4a23a283bea8c14090e3655c95cd8f	
Q39140	retrieved	330	e4b80b9ff034afe67b50defc61f79b3d7235240a6da51e08fffa988d574cb220	
Q39140-2	missing	0		not returned by UniProt
Q39142	retrieved	266	1702d23f06347979f047da63ccafdf3251603af9fa21b8f564273a58580528ca	
Q39160	retrieved	1520	e2f3a61c07ba6fef68b8f90ddbe79f9fc734fa3cc653c4778133154d7602b315	
Q39161	retrieved	586	8b45af0d8dd441193e69a5792ecde25c2c386a36feaec9c6563d325b0b6be7ac	
Q39162	retrieved	364	66d479a846e64fea30b0a700de1c5d6dd5fb8a25336117b0974bcfa2e800a0e2	
Q39163	retrieved	330	cc9de19319986fe7cf1d015a0b346154cc06f6bb9cf2c9636e9a44c06f286e3d	
Q39173	retrieved	343	ec5e2c49f118dba796754c8fb377e1393c9e3b7442fc7bcad8778683521a8482	
Q39183	retrieved	586	61f22fae14cb4a2973da84e72aa39605bcfe3de5e46d82fac0c907d4f1b5c3c1	
Q39190	retrieved	479	0435fda3d3692e8f4e3077d964cbf897f6c59ca213a4b757e42f0ab64f33fea9	
Q39191	retrieved	735	7c4189892a358fb591197465bb2cc5a0ae973122940982ce03d11f7ab98c208a	
Q39192	retrieved	362	0e99e3365843140ee26f424c5ab0afca893955d558774c3b260dd742beae7522	
Q39193	retrieved	361	59b520bc8a1f968e8e9d3c29236b7f43f4898dab36d95c7e4af54b24ccd003e2	
Q39194	retrieved	133	562fe76d57db56ecd4da9c5b3f30808dc8f283bbc2e5518f6534c78a40b1239b	
Q39204	retrieved	623	e71abbe9137e2d3436a3a8998e97cfaabe330195fd4680267a96eae9af0a9fbc	
Q39211	retrieved	319	e78eef737efbf0e959bb992fbab7ff92af94cc7261460cf1e5f58700d7de6b53	
Q39212	retrieved	319	be6b396f471f2a101e25501d2b7ae860e10553f87d9c68aec1c1ac95a46104b2	
Q39216	retrieved	385	f6975e4df29e1bb640fbc98ade1da429e7f7a87daf5fe3d403badfbc3b0e2ca5	
Q39218	retrieved	391	53735e1416696fa6a24a3a0c2885894d2ac0cae619f53e880efddf7dbdcfd346	
Q39221	retrieved	393	50b811c2180febaff8f96f9bde7766c7a4effabda75df01b0e157d218c5b550a	
Q39233	retrieved	279	04efb8f52caf1c9e4d9b617dbfd91005baf136eb0f19dd00bdbd4e15a9e636dc	
Q39241	retrieved	118	77c1b335af78754fe06909770bf6c79b3b946657aa7a1cdbc0771396c2e88850	
Q39254	retrieved	441	ac4a67e9249f3e25fafac73acc30dc3df0eba249cf21ddb18a036313f39ea90d	
Q39255	retrieved	160	0d9697fedff631746603e96a24796aaed2ffd31f6c816aa6afa456f41cb22866	
Q39262	retrieved	235	e92ebc7f84e1e5d2e5f2c15713242c50670f38a2e5fc45bd9a9d96f3c0d85e7e	
Q3E7I5	retrieved	788	2a7ff8f4638fadb22c2a1ce60b8fc1ca3f2ee906008fc86bbb641ae2c5b7e011	
Q3E7N5	retrieved	126	9f362b2f82f52c48532327ca758655ba890d9a9e2d01317c4d4d4ba61e9b9ecb	
Q3E875	retrieved	376	99310ad9c32c27f149e26ddf08e62b5e8b24ae83434000297d2ff1cdff3788a2	
Q3E8H4	retrieved	73	2c05ee5249d395d9b2a34031ca827a61c1406262acc56c632d750654863aeda9	
