source_row	uniprot_A	uniprot_B	label	a_sequence	b_sequence	a_length	b_length	a_within_max_length	b_within_max_length	decision	reason
640	P30187	Q9ZPE4	positive	True	True	191	317	True	True	kept	both_sequences_available_within_max_length
641	P30187	Q9ZUI9	positive	True	True	191	284	True	True	kept	both_sequences_available_within_max_length
642	P30187	Q9ZVM9	positive	True	True	191	572	True	True	kept	both_sequences_available_within_max_length
643	P30302	Q08733	positive	True	True	285	286	True	True	kept	both_sequences_available_within_max_length
644	P30302	Q9ZVX8	positive	True	True	285	278	True	True	kept	both_sequences_available_within_max_length
645	P34047	P34047	positive	True	True	270	270	True	True	kept	both_sequences_available_within_max_length
646	P34791	Q42588	positive	True	True	260	314	True	True	kept	both_sequences_available_within_max_length
647	P35631	Q8W234	positive	True	True	256	877	True	True	kept	both_sequences_available_within_max_length
648	P35631	Q9FUY2	positive	True	True	256	931	True	True	kept	both_sequences_available_within_max_length
649	P40228	P92973	positive	True	True	287	608	True	True	kept	both_sequences_available_within_max_length
650	P40940	Q8S2T0	positive	True	False	182		True	False	removed	sequence_missing_B
651	P42697	Q5W7F2	positive	True	True	610	827	True	True	kept	both_sequences_available_within_max_length
652	P42697	Q9C5U2	positive	True	True	610	1176	True	False	removed	sequence_B_exceeds_max_length
653	P42752	Q9LZ78	positive	True	True	361	127	True	True	kept	both_sequences_available_within_max_length
654	P42752	Q9SGE2	positive	True	True	361	111	True	True	kept	both_sequences_available_within_max_length
655	P43254	P43254	positive	True	True	675	675	True	True	kept	both_sequences_available_within_max_length
656	P43254	P93025	positive	True	True	675	915	True	True	kept	both_sequences_available_within_max_length
657	P43254	Q39057	positive	True	True	675	373	True	True	kept	both_sequences_available_within_max_length
658	P43254	Q43125	positive	True	True	675	681	True	True	kept	both_sequences_available_within_max_length
659	P43254	Q8W4J9	positive	True	True	675	908	True	True	kept	both_sequences_available_within_max_length
660	P43254	Q94BM7	positive	True	True	675	794	True	True	kept	both_sequences_available_within_max_length
661	P43254	Q96524	positive	True	True	675	612	True	True	kept	both_sequences_available_within_max_length
662	P43254	Q9SK53	positive	True	True	675	294	True	True	kept	both_sequences_available_within_max_length
663	P43273	P93002	positive	True	True	330	593	True	True	kept	both_sequences_available_within_max_length
664	P43273	Q8LF89	positive	True	False	330		True	False	removed	sequence_missing_B
665	P43291	Q39090	positive	True	True	363	442	True	True	kept	both_sequences_available_within_max_length
666	P43294	P59220	positive	True	True	443	149	True	True	kept	both_sequences_available_within_max_length
667	P43294	Q03509	positive	True	True	443	149	True	True	kept	both_sequences_available_within_max_length
668	P43294	Q9S744	positive	True	True	443	151	True	True	kept	both_sequences_available_within_max_length
669	P43298	P46014	positive	True	True	942	581	True	True	kept	both_sequences_available_within_max_length
670	P46014	P47735	positive	True	True	581	999	True	True	kept	both_sequences_available_within_max_length
671	P46014	Q8GYA4	positive	True	True	581	669	True	True	kept	both_sequences_available_within_max_length
672	P46014	Q9C5S9	positive	True	True	581	674	True	True	kept	both_sequences_available_within_max_length
673	P46014	Q9SYQ8	positive	True	True	581	980	True	True	kept	both_sequences_available_within_max_length
674	P46639	Q9LZM8	positive	True	True	398	575	True	True	kept	both_sequences_available_within_max_length
675	P47998	Q9MAX3	positive	True	True	322	653	True	True	kept	both_sequences_available_within_max_length
676	P48349	Q94AG2	positive	True	True	248	625	True	True	kept	both_sequences_available_within_max_length
677	P48349	Q9FK25	positive	True	True	248	363	True	True	kept	both_sequences_available_within_max_length
678	P48641	P48641	positive	True	True	499	499	True	True	kept	both_sequences_available_within_max_length
679	P48731	Q38874	positive	True	True	473	382	True	True	kept	both_sequences_available_within_max_length
680	P49177	Q93V47	positive	True	True	377	100	True	True	kept	both_sequences_available_within_max_length
681	P49177	Q9FDX9	positive	True	True	377	98	True	True	kept	both_sequences_available_within_max_length
682	P49333	Q05609	positive	True	True	738	821	True	True	kept	both_sequences_available_within_max_length
683	P49333	Q9S814	positive	True	True	738	1294	True	False	removed	sequence_B_exceeds_max_length
684	P49597	Q39192	positive	True	True	434	362	True	True	kept	both_sequences_available_within_max_length
685	P49597	Q39193	positive	True	True	434	361	True	True	kept	both_sequences_available_within_max_length
686	P49597	Q8S8E3	positive	True	True	434	215	True	True	kept	both_sequences_available_within_max_length
687	P49597	Q8VZS8	positive	True	True	434	221	True	True	kept	both_sequences_available_within_max_length
688	P49597	Q93ZY2	positive	True	True	434	548	True	True	kept	both_sequences_available_within_max_length
689	P49597	Q940H6	positive	True	True	434	362	True	True	kept	both_sequences_available_within_max_length
690	P49597	Q9FLB1	positive	True	True	434	203	True	True	kept	both_sequences_available_within_max_length
691	P49597	Q9M101	positive	True	True	434	520	True	True	kept	both_sequences_available_within_max_length
692	P49597	Q9M9E9	positive	True	True	434	343	True	True	kept	both_sequences_available_within_max_length
693	P49597	Q9SSM7	positive	True	True	434	209	True	True	kept	both_sequences_available_within_max_length
694	P49597	Q9ZSA2	positive	True	True	434	531	True	True	kept	both_sequences_available_within_max_length
695	P49598	Q39192	positive	True	True	399	362	True	True	kept	both_sequences_available_within_max_length
696	P49598	Q39193	positive	True	True	399	361	True	True	kept	both_sequences_available_within_max_length
697	P49598	Q940H6	positive	True	True	399	362	True	True	kept	both_sequences_available_within_max_length
698	P49598	Q9LD83	positive	True	True	399	556	True	True	kept	both_sequences_available_within_max_length
699	P49677	P49677	positive	True	True	168	168	True	True	kept	both_sequences_available_within_max_length
700	P51567	Q9SEU4	positive	True	True	427	287	True	True	kept	both_sequences_available_within_max_length
701	P54609	P54609	positive	True	True	809	809	True	True	kept	both_sequences_available_within_max_length
702	P54609	Q94AG2	positive	True	True	809	625	True	True	kept	both_sequences_available_within_max_length
703	P55034	Q84L30	positive	True	True	386	378	True	True	kept	both_sequences_available_within_max_length
704	P55034	Q84L31	positive	True	True	386	419	True	True	kept	both_sequences_available_within_max_length
705	P55034	Q84L32	positive	True	True	386	368	True	True	kept	both_sequences_available_within_max_length
706	P55034	Q84L33	positive	True	True	386	371	True	True	kept	both_sequences_available_within_max_length
707	P55034	Q9SII8	positive	True	True	386	551	True	True	kept	both_sequences_available_within_max_length
708	P55737	P55737	positive	True	True	699	699	True	True	kept	both_sequences_available_within_max_length
709	P55737	P59220	positive	True	True	699	149	True	True	kept	both_sequences_available_within_max_length
710	P55737	Q03509	positive	True	True	699	149	True	True	kept	both_sequences_available_within_max_length
711	P55737	Q9S744	positive	True	True	699	151	True	True	kept	both_sequences_available_within_max_length
712	P55852	Q9SJN0	positive	True	True	100	442	True	True	kept	both_sequences_available_within_max_length
713	P59220	P83755	positive	True	True	149	353	True	True	kept	both_sequences_available_within_max_length
714	P59220	P92525	positive	True	True	149	184	True	True	kept	both_sequences_available_within_max_length
715	P59220	P93050	positive	True	True	149	617	True	True	kept	both_sequences_available_within_max_length
716	P59220	Q29Q72	positive	True	True	149	147	True	True	kept	both_sequences_available_within_max_length
717	P59220	Q2V359	positive	True	True	149	190	True	True	kept	both_sequences_available_within_max_length
718	P59220	Q38847	positive	True	True	149	268	True	True	kept	both_sequences_available_within_max_length
719	P59220	Q39010	positive	True	True	149	412	True	True	kept	both_sequences_available_within_max_length
720	P59220	Q39050	positive	True	True	149	457	True	True	kept	both_sequences_available_within_max_length
721	P59220	Q39254	positive	True	True	149	441	True	True	kept	both_sequences_available_within_max_length
722	P59220	Q42479	positive	True	True	149	529	True	True	kept	both_sequences_available_within_max_length
723	P59220	Q4PSE3	positive	True	True	149	120	True	True	kept	both_sequences_available_within_max_length
724	P59220	Q4PSU4	positive	True	True	149	264	True	True	kept	both_sequences_available_within_max_length
725	P59220	Q5XXJ3	positive	True	True	149	248	True	True	kept	both_sequences_available_within_max_length
726	P59220	Q6R0E4	positive	True	True	149	390	True	True	kept	both_sequences_available_within_max_length
727	P59220	Q70E96	positive	True	True	149	484	True	True	kept	both_sequences_available_within_max_length
728	P59220	Q7X9H6	positive	True	True	149	249	True	True	kept	both_sequences_available_within_max_length
729	P59220	Q7X9H9	positive	True	True	149	289	True	True	kept	both_sequences_available_within_max_length
730	P59220	Q7X9N2	positive	True	True	149	287	True	True	kept	both_sequences_available_within_max_length
731	P59220	Q84JC2	positive	True	True	149	232	True	True	kept	both_sequences_available_within_max_length
732	P59220	Q84WC8	positive	True	True	149	374	True	True	kept	both_sequences_available_within_max_length
733	P59220	Q84WW1	positive	True	True	149	422	True	True	kept	both_sequences_available_within_max_length
734	P59220	Q8GY11	positive	True	True	149	109	True	True	kept	both_sequences_available_within_max_length
735	P59220	Q8GY88	positive	True	True	149	300	True	True	kept	both_sequences_available_within_max_length
736	P59220	Q8GYF5	positive	True	True	149	622	True	True	kept	both_sequences_available_within_max_length
737	P59220	Q8GYP4	positive	True	True	149	479	True	True	kept	both_sequences_available_within_max_length
738	P59220	Q8GZ99	positive	True	True	149	953	True	True	kept	both_sequences_available_within_max_length
739	P59220	Q8H1D6	positive	True	True	149	467	True	True	kept	both_sequences_available_within_max_length
740	P59220	Q8LAW2	positive	True	True	149	372	True	True	kept	both_sequences_available_within_max_length
741	P59220	Q8LE56	positive	True	False	149		True	False	removed	sequence_missing_B
742	P59220	Q8LG64	positive	True	False	149		True	False	removed	sequence_missing_B
743	P59220	Q8LPR4	positive	True	False	149		True	False	removed	sequence_missing_B
744	P59220	Q8RWQ8	positive	True	False	149		True	False	removed	sequence_missing_B
745	P59220	Q8RYD9	positive	True	False	149		True	False	removed	sequence_missing_B
746	P59220	Q8VZK4	positive	True	True	149	185	True	True	kept	both_sequences_available_within_max_length
747	P59220	Q8W490	positive	True	True	149	470	True	True	kept	both_sequences_available_within_max_length
748	P59220	Q93XM6	positive	True	True	149	481	True	True	kept	both_sequences_available_within_max_length
749	P59220	Q93Z27	positive	True	True	149	204	True	True	kept	both_sequences_available_within_max_length
750	P59220	Q93Z30	positive	True	True	149	459	True	True	kept	both_sequences_available_within_max_length
751	P59220	Q944J2	positive	True	True	149	401	True	True	kept	both_sequences_available_within_max_length
752	P59220	Q9C5C0	positive	True	True	149	615	True	True	kept	both_sequences_available_within_max_length
753	P59220	Q9FG14	positive	True	True	149	518	True	True	kept	both_sequences_available_within_max_length
754	P59220	Q9FG20	positive	True	True	149	242	True	True	kept	both_sequences_available_within_max_length
755	P59220	Q9FGZ5	positive	True	True	149	285	True	True	kept	both_sequences_available_within_max_length
756	P59220	Q9FHZ1	positive	True	True	149	405	True	True	kept	both_sequences_available_within_max_length
757	P59220	Q9FIK0	positive	True	True	149	444	True	True	kept	both_sequences_available_within_max_length
758	P59220	Q9FIW6	positive	True	True	149	329	True	True	kept	both_sequences_available_within_max_length
759	P59220	Q9FJK3	positive	True	True	149	321	True	True	kept	both_sequences_available_within_max_length
760	P59220	Q9FL03	positive	True	True	149	584	True	True	kept	both_sequences_available_within_max_length
761	P59220	Q9FL19	positive	True	True	149	385	True	True	kept	both_sequences_available_within_max_length
762	P59220	Q9FLL0	positive	True	True	149	330	True	True	kept	both_sequences_available_within_max_length
763	P59220	Q9FLV4	positive	True	True	149	872	True	True	kept	both_sequences_available_within_max_length
764	P59220	Q9FMC2	positive	True	True	149	165	True	True	kept	both_sequences_available_within_max_length
765	P59220	Q9FME9	positive	True	True	149	144	True	True	kept	both_sequences_available_within_max_length
766	P59220	Q9FUD3	positive	True	True	149	277	True	True	kept	both_sequences_available_within_max_length
767	P59220	Q9LD45	positive	True	True	149	247	True	True	kept	both_sequences_available_within_max_length
768	P59220	Q9LDI3	positive	True	True	149	446	True	True	kept	both_sequences_available_within_max_length
769	P59220	Q9LFU3	positive	True	True	149	186	True	True	kept	both_sequences_available_within_max_length
770	P59220	Q9LHI7	positive	True	True	149	571	True	True	kept	both_sequences_available_within_max_length
771	P59220	Q9LJL9	positive	True	True	149	599	True	True	kept	both_sequences_available_within_max_length
772	P59220	Q9LJY7	positive	True	True	149	510	True	True	kept	both_sequences_available_within_max_length
773	P59220	Q9LJZ2	positive	True	True	149	523	True	True	kept	both_sequences_available_within_max_length
774	P59220	Q9LKA4	positive	True	True	149	404	True	True	kept	both_sequences_available_within_max_length
775	P59220	Q9LNG8	positive	True	True	149	323	True	True	kept	both_sequences_available_within_max_length
776	P59220	Q9LQ65	positive	True	True	149	148	True	True	kept	both_sequences_available_within_max_length
777	P59220	Q9LSI9	positive	True	True	149	605	True	True	kept	both_sequences_available_within_max_length
778	P59220	Q9LTM4	positive	True	True	149	502	True	True	kept	both_sequences_available_within_max_length
779	P59220	Q9LUI6	positive	True	True	149	378	True	True	kept	both_sequences_available_within_max_length
780	P59220	Q9LV04	positive	True	True	149	670	True	True	kept	both_sequences_available_within_max_length
781	P59220	Q9LW45	positive	True	True	149	173	True	True	kept	both_sequences_available_within_max_length
782	P59220	Q9LW66	positive	True	True	149	568	True	True	kept	both_sequences_available_within_max_length
783	P59220	Q9LX56	positive	True	True	149	475	True	True	kept	both_sequences_available_within_max_length
784	P59220	Q9LYL6	positive	True	True	149	446	True	True	kept	both_sequences_available_within_max_length
785	P59220	Q9LZP8	positive	True	True	149	146	True	True	kept	both_sequences_available_within_max_length
786	P59220	Q9LZV7	positive	True	True	149	967	True	True	kept	both_sequences_available_within_max_length
787	P59220	Q9M2K4	positive	True	True	149	329	True	True	kept	both_sequences_available_within_max_length
788	P59220	Q9M7Q2	positive	True	True	149	431	True	True	kept	both_sequences_available_within_max_length
789	P59220	Q9M844	positive	True	True	149	198	True	True	kept	both_sequences_available_within_max_length
790	P59220	Q9M8T0	positive	True	True	149	627	True	True	kept	both_sequences_available_within_max_length
791	P59220	Q9M8W6	positive	True	True	149	207	True	True	kept	both_sequences_available_within_max_length
792	P59220	Q9M9C3	positive	True	True	149	392	True	True	kept	both_sequences_available_within_max_length
793	P59220	Q9M9C5	positive	True	True	149	670	True	True	kept	both_sequences_available_within_max_length
794	P59220	Q9MAB4	positive	True	True	149	593	True	True	kept	both_sequences_available_within_max_length
795	P59220	Q9S7H5	positive	True	True	149	413	True	True	kept	both_sequences_available_within_max_length
796	P59220	Q9SGN7	positive	True	True	149	470	True	True	kept	both_sequences_available_within_max_length
797	P59220	Q9SJX8	positive	True	True	149	249	True	True	kept	both_sequences_available_within_max_length
798	P59220	Q9SKN2	positive	True	True	149	434	True	True	kept	both_sequences_available_within_max_length
799	P59220	Q9SL70	positive	True	True	149	571	True	True	kept	both_sequences_available_within_max_length
800	P59220	Q9SLP1	positive	True	True	149	534	True	True	kept	both_sequences_available_within_max_length
801	P59220	Q9SND6	positive	True	True	149	342	True	True	kept	both_sequences_available_within_max_length
802	P59220	Q9SSC7	positive	True	True	149	210	True	True	kept	both_sequences_available_within_max_length
803	P59220	Q9SSF8	positive	True	True	149	541	True	True	kept	both_sequences_available_within_max_length
804	P59220	Q9SUP6	positive	True	True	149	324	True	True	kept	both_sequences_available_within_max_length
805	P59220	Q9SYS3	positive	True	True	149	654	True	True	kept	both_sequences_available_within_max_length
806	P59220	Q9SZ03	positive	True	True	149	495	True	True	kept	both_sequences_available_within_max_length
807	P59220	Q9SZJ6	positive	True	True	149	228	True	True	kept	both_sequences_available_within_max_length
808	P59220	Q9T074	positive	True	True	149	671	True	True	kept	both_sequences_available_within_max_length
809	P59220	Q9ZPE4	positive	True	True	149	317	True	True	kept	both_sequences_available_within_max_length
810	P59220	Q9ZUI9	positive	True	True	149	284	True	True	kept	both_sequences_available_within_max_length
811	P59220	Q9ZVM9	positive	True	True	149	572	True	True	kept	both_sequences_available_within_max_length
812	P59263	Q38856	positive	False	True		347	False	True	removed	sequence_missing_A
813	P82280	Q9SQI2	positive	True	True	352	1173	True	False	removed	sequence_B_exceeds_max_length
814	P82805	Q9LHE5	positive	True	True	187	309	True	True	kept	both_sequences_available_within_max_length
815	P82874	Q94F58	positive	True	True	202	340	True	True	kept	both_sequences_available_within_max_length
816	P83755	Q03509	positive	True	True	353	149	True	True	kept	both_sequences_available_within_max_length
817	P83755	Q9S744	positive	True	True	353	151	True	True	kept	both_sequences_available_within_max_length
818	P92525	Q03509	positive	True	True	184	149	True	True	kept	both_sequences_available_within_max_length
819	P92525	Q9S744	positive	True	True	184	151	True	True	kept	both_sequences_available_within_max_length
820	P92958	Q42384	positive	True	True	512	486	True	True	kept	both_sequences_available_within_max_length
821	P92958	Q9LVG2	positive	True	True	512	485	True	True	kept	both_sequences_available_within_max_length
822	P92973	Q08467	positive	True	True	608	409	True	True	kept	both_sequences_available_within_max_length
823	P92978	Q93ZY2	positive	True	True	197	548	True	True	kept	both_sequences_available_within_max_length
824	P92978	Q9LR44	positive	True	True	197	469	True	True	kept	both_sequences_available_within_max_length
825	P93002	Q5ICL9	positive	True	True	593	574	True	True	kept	both_sequences_available_within_max_length
826	P93002	Q8L746	positive	True	True	593	586	True	True	kept	both_sequences_available_within_max_length
827	P93002	Q9LUA3	positive	True	True	593	122	True	True	kept	both_sequences_available_within_max_length
828	P93002	Q9SZI3	positive	True	True	593	600	True	True	kept	both_sequences_available_within_max_length
829	P93004	Q8VZ95	positive	True	True	280	256	True	True	kept	both_sequences_available_within_max_length
830	P93022	Q9SN12	positive	True	True	1164	301	False	True	removed	sequence_A_exceeds_max_length
831	P93024	P93024	positive	True	True	902	902	True	True	kept	both_sequences_available_within_max_length
832	P93025	P93025	positive	True	True	915	915	True	True	kept	both_sequences_available_within_max_length
833	P93050	Q03509	positive	True	True	617	149	True	True	kept	both_sequences_available_within_max_length
834	P93050	Q9S744	positive	True	True	617	151	True	True	kept	both_sequences_available_within_max_length
835	P93831	Q9LT47	positive	True	True	902	369	True	True	kept	both_sequences_available_within_max_length
836	P93831	Q9SHY1	positive	True	True	902	371	True	True	kept	both_sequences_available_within_max_length
837	P93836	P93836	positive	True	True	445	445	True	True	kept	both_sequences_available_within_max_length
838	P94077	Q8W245	positive	True	True	189	364	True	True	kept	both_sequences_available_within_max_length
839	P94102	Q39009	positive	True	True	342	344	True	True	kept	both_sequences_available_within_max_length
840	P94102	Q7Y1C4	positive	True	True	342	1155	True	False	removed	sequence_B_exceeds_max_length
841	P94102	Q7Y1C5	positive	True	True	342	1151	True	False	removed	sequence_B_exceeds_max_length
842	P94102	Q9XIR8	positive	True	True	342	74	True	True	kept	both_sequences_available_within_max_length
843	Q00958	Q39090	positive	True	True	420	442	True	True	kept	both_sequences_available_within_max_length
844	Q00958	Q6EVK6	positive	True	True	420	2193	True	False	removed	sequence_B_exceeds_max_length
845	Q03509	Q29Q72	positive	True	True	149	147	True	True	kept	both_sequences_available_within_max_length
846	Q03509	Q2V359	positive	True	True	149	190	True	True	kept	both_sequences_available_within_max_length
847	Q03509	Q39010	positive	True	True	149	412	True	True	kept	both_sequences_available_within_max_length
848	Q03509	Q39050	positive	True	True	149	457	True	True	kept	both_sequences_available_within_max_length
849	Q03509	Q42479	positive	True	True	149	529	True	True	kept	both_sequences_available_within_max_length
850	Q03509	Q4PSE3	positive	True	True	149	120	True	True	kept	both_sequences_available_within_max_length
851	Q03509	Q4PSU4	positive	True	True	149	264	True	True	kept	both_sequences_available_within_max_length
852	Q03509	Q5XXJ3	positive	True	True	149	248	True	True	kept	both_sequences_available_within_max_length
853	Q03509	Q70E96	positive	True	True	149	484	True	True	kept	both_sequences_available_within_max_length
854	Q03509	Q7X9H6	positive	True	True	149	249	True	True	kept	both_sequences_available_within_max_length
855	Q03509	Q7X9N2	positive	True	True	149	287	True	True	kept	both_sequences_available_within_max_length
856	Q03509	Q84JC2	positive	True	True	149	232	True	True	kept	both_sequences_available_within_max_length
857	Q03509	Q84WC8	positive	True	True	149	374	True	True	kept	both_sequences_available_within_max_length
858	Q03509	Q8GWV6	positive	True	True	149	165	True	True	kept	both_sequences_available_within_max_length
859	Q03509	Q8GY11	positive	True	True	149	109	True	True	kept	both_sequences_available_within_max_length
860	Q03509	Q8GY88	positive	True	True	149	300	True	True	kept	both_sequences_available_within_max_length
861	Q03509	Q8GYF5	positive	True	True	149	622	True	True	kept	both_sequences_available_within_max_length
862	Q03509	Q8GYP4	positive	True	True	149	479	True	True	kept	both_sequences_available_within_max_length
863	Q03509	Q8GZ99	positive	True	True	149	953	True	True	kept	both_sequences_available_within_max_length
864	Q03509	Q8H1D6	positive	True	True	149	467	True	True	kept	both_sequences_available_within_max_length
865	Q03509	Q8LE56	positive	True	False	149		True	False	removed	sequence_missing_B
866	Q03509	Q8LG64	positive	True	False	149		True	False	removed	sequence_missing_B
867	Q03509	Q8LPR4	positive	True	False	149		True	False	removed	sequence_missing_B
868	Q03509	Q8RWQ8	positive	True	False	149		True	False	removed	sequence_missing_B
869	Q03509	Q8RYD9	positive	True	False	149		True	False	removed	sequence_missing_B
870	Q03509	Q8W490	positive	True	True	149	470	True	True	kept	both_sequences_available_within_max_length
871	Q03509	Q93XM6	positive	True	True	149	481	True	True	kept	both_sequences_available_within_max_length
872	Q03509	Q93Z27	positive	True	True	149	204	True	True	kept	both_sequences_available_within_max_length
873	Q03509	Q93Z30	positive	True	True	149	459	True	True	kept	both_sequences_available_within_max_length
874	Q03509	Q94AA4	positive	True	True	149	489	True	True	kept	both_sequences_available_within_max_length
875	Q03509	Q9C5C0	positive	True	True	149	615	True	True	kept	both_sequences_available_within_max_length
876	Q03509	Q9CAG5	positive	True	True	149	782	True	True	kept	both_sequences_available_within_max_length
877	Q03509	Q9FGX2	positive	True	True	149	145	True	True	kept	both_sequences_available_within_max_length
878	Q03509	Q9FGZ5	positive	True	True	149	285	True	True	kept	both_sequences_available_within_max_length
879	Q03509	Q9FHN8	positive	True	True	149	1260	True	False	removed	sequence_B_exceeds_max_length
880	Q03509	Q9FIK0	positive	True	True	149	444	True	True	kept	both_sequences_available_within_max_length
881	Q03509	Q9FIW6	positive	True	True	149	329	True	True	kept	both_sequences_available_within_max_length
882	Q03509	Q9FJK3	positive	True	True	149	321	True	True	kept	both_sequences_available_within_max_length
883	Q03509	Q9FL03	positive	True	True	149	584	True	True	kept	both_sequences_available_within_max_length
884	Q03509	Q9FL19	positive	True	True	149	385	True	True	kept	both_sequences_available_within_max_length
885	Q03509	Q9FLL0	positive	True	True	149	330	True	True	kept	both_sequences_available_within_max_length
886	Q03509	Q9FLV4	positive	True	True	149	872	True	True	kept	both_sequences_available_within_max_length
887	Q03509	Q9FMC2	positive	True	True	149	165	True	True	kept	both_sequences_available_within_max_length
888	Q03509	Q9FUD3	positive	True	True	149	277	True	True	kept	both_sequences_available_within_max_length
889	Q03509	Q9LDI3	positive	True	True	149	446	True	True	kept	both_sequences_available_within_max_length
890	Q03509	Q9LFU3	positive	True	True	149	186	True	True	kept	both_sequences_available_within_max_length
891	Q03509	Q9LHI7	positive	True	True	149	571	True	True	kept	both_sequences_available_within_max_length
892	Q03509	Q9LJL9	positive	True	True	149	599	True	True	kept	both_sequences_available_within_max_length
893	Q03509	Q9LJY7	positive	True	True	149	510	True	True	kept	both_sequences_available_within_max_length
894	Q03509	Q9LQ65	positive	True	True	149	148	True	True	kept	both_sequences_available_within_max_length
895	Q03509	Q9LSI9	positive	True	True	149	605	True	True	kept	both_sequences_available_within_max_length
896	Q03509	Q9LUI6	positive	True	True	149	378	True	True	kept	both_sequences_available_within_max_length
897	Q03509	Q9LV04	positive	True	True	149	670	True	True	kept	both_sequences_available_within_max_length
898	Q03509	Q9LW66	positive	True	True	149	568	True	True	kept	both_sequences_available_within_max_length
899	Q03509	Q9LX56	positive	True	True	149	475	True	True	kept	both_sequences_available_within_max_length
900	Q03509	Q9LYL6	positive	True	True	149	446	True	True	kept	both_sequences_available_within_max_length
901	Q03509	Q9LZP8	positive	True	True	149	146	True	True	kept	both_sequences_available_within_max_length
902	Q03509	Q9LZV7	positive	True	True	149	967	True	True	kept	both_sequences_available_within_max_length
903	Q03509	Q9M2K4	positive	True	True	149	329	True	True	kept	both_sequences_available_within_max_length
904	Q03509	Q9M7Q2	positive	True	True	149	431	True	True	kept	both_sequences_available_within_max_length
905	Q03509	Q9M8T0	positive	True	True	149	627	True	True	kept	both_sequences_available_within_max_length
906	Q03509	Q9M9C3	positive	True	True	149	392	True	True	kept	both_sequences_available_within_max_length
907	Q03509	Q9M9C5	positive	True	True	149	670	True	True	kept	both_sequences_available_within_max_length
908	Q03509	Q9S7H5	positive	True	True	149	413	True	True	kept	both_sequences_available_within_max_length
909	Q03509	Q9SGN7	positive	True	True	149	470	True	True	kept	both_sequences_available_within_max_length
910	Q03509	Q9SJX8	positive	True	True	149	249	True	True	kept	both_sequences_available_within_max_length
911	Q03509	Q9SKN2	positive	True	True	149	434	True	True	kept	both_sequences_available_within_max_length
912	Q03509	Q9SL70	positive	True	True	149	571	True	True	kept	both_sequences_available_within_max_length
913	Q03509	Q9SLP1	positive	True	True	149	534	True	True	kept	both_sequences_available_within_max_length
914	Q03509	Q9SND6	positive	True	True	149	342	True	True	kept	both_sequences_available_within_max_length
915	Q03509	Q9SSC7	positive	True	True	149	210	True	True	kept	both_sequences_available_within_max_length
916	Q03509	Q9SSF8	positive	True	True	149	541	True	True	kept	both_sequences_available_within_max_length
917	Q03509	Q9SUP6	positive	True	True	149	324	True	True	kept	both_sequences_available_within_max_length
918	Q03509	Q9SYS3	positive	True	True	149	654	True	True	kept	both_sequences_available_within_max_length
919	Q03509	Q9SZ03	positive	True	True	149	495	True	True	kept	both_sequences_available_within_max_length
920	Q03509	Q9SZJ6	positive	True	True	149	228	True	True	kept	both_sequences_available_within_max_length
921	Q03509	Q9T074	positive	True	True	149	671	True	True	kept	both_sequences_available_within_max_length
922	Q03509	Q9ZPE4	positive	True	True	149	317	True	True	kept	both_sequences_available_within_max_length
923	Q03509	Q9ZUI9	positive	True	True	149	284	True	True	kept	both_sequences_available_within_max_length
924	Q03509	Q9ZVM9	positive	True	True	149	572	True	True	kept	both_sequences_available_within_max_length
925	Q08733	Q9SV31	positive	True	True	286	286	True	True	kept	both_sequences_available_within_max_length
926	Q0V7X4	Q9M1K0	positive	True	True	318	258	True	True	kept	both_sequences_available_within_max_length
927	Q0WLB5	Q0WLB5	positive	True	True	1703	1703	False	False	removed	sequence_A_and_B_exceed_max_length
928	Q0WNP7	Q9SCZ4	positive	True	True	463	895	True	True	kept	both_sequences_available_within_max_length
929	Q147J7	Q9FZK5	positive	True	True	130	200	True	True	kept	both_sequences_available_within_max_length
930	Q1EBV6	Q8H1E4	positive	True	True	410	334	True	True	kept	both_sequences_available_within_max_length
931	Q1EC57	Q8LAZ7	positive	True	True	317	357	True	True	kept	both_sequences_available_within_max_length
932	Q1ECJ7	Q5XPJ9	positive	True	True	174	1399	True	False	removed	sequence_B_exceeds_max_length
933	Q1H5F3	Q8GWV6	positive	True	True	149	165	True	True	kept	both_sequences_available_within_max_length
934	Q1KS66	Q9SCZ4	positive	True	True	493	895	True	True	kept	both_sequences_available_within_max_length
935	Q27IK7	Q84M91	positive	True	True	2066	444	False	True	removed	sequence_A_exceeds_max_length
936	Q27IK7	Q9LE82	positive	True	True	2066	535	False	True	removed	sequence_A_exceeds_max_length
937	Q29PQ8	Q67XQ1	positive	True	True	231	157	True	True	kept	both_sequences_available_within_max_length
938	Q29PQ8	Q9SAZ5	positive	True	True	231	155	True	True	kept	both_sequences_available_within_max_length
939	Q29Q72	Q9S744	positive	True	True	147	151	True	True	kept	both_sequences_available_within_max_length
940	Q2HIV3	Q67XQ1	positive	True	True	259	157	True	True	kept	both_sequences_available_within_max_length
941	Q2HIV3	Q9SAZ5	positive	True	True	259	155	True	True	kept	both_sequences_available_within_max_length
942	Q2V359	Q9S744	positive	True	True	190	151	True	True	kept	both_sequences_available_within_max_length
943	Q38822	Q570C0	positive	True	True	189	594	True	True	kept	both_sequences_available_within_max_length
944	Q38822	Q9LW29	positive	True	True	189	575	True	True	kept	both_sequences_available_within_max_length
945	Q38822	Q9ZR12	positive	True	True	189	585	True	True	kept	both_sequences_available_within_max_length
