uniprot_A	uniprot_B	locus_A	locus_B	label	interaction_type	miscore_max	n_evidences	methods
O81346	P59220	At4g39950	At3g43810	positive	MI:0407	0.44	1	MI:0089
O81775	Q9S752	At4g31730	At3g09770	positive	MI:0407	0.72	15	MI:0007;MI:0018;MI:0096
O82312	Q9LKF9	At2g25850	At5g23880	positive	MI:0407	0.76	5	MI:0018;MI:0096
O82462	Q38834	At5g26710	At3g50950	positive	MI:0407	0.41	1	MI:0018
O82462	Q43127	At5g26710	At5g35630	positive	MI:0407	0.41	1	MI:0018
O82462	Q940T9	At5g26710	At5g24930	positive	MI:0407	0.41	1	MI:0018
O82754	Q9S744	At4g23050	At3g51920	positive	MI:0407	0.44	1	MI:0089
P0DKH5	P0DKH5	At5g45260/At5g45270	At5g45260/At5g45270	positive	MI:0407	0.67	5	MI:0007;MI:0018;MI:0067;MI:0071;MI:0114
P0DKH5	Q9XGM3	At5g45260/At5g45270	At5g45250	positive	MI:0407	0.71	18	MI:0007;MI:0018;MI:0065;MI:0067;MI:0071;MI:0096;MI:0826
P14713	P14713	At2g18790	At2g18790	positive	MI:0407	0.66	3	MI:0018;MI:0071;MI:0807
P14713	Q96524	At2g18790	At1g04400	positive	MI:0407	0.57	3	MI:0006;MI:0055;MI:0416
P15459	Q9C5U2	At4g27160	At5g35750	positive	MI:0407	0.53	2	MI:0018;MI:0096
P17597	P17597	At3g48560	At3g48560	positive	MI:0407	0.44	1	MI:0114
P17839	Q1PEU3	At4g18960	At2g45650	positive	MI:0407	0.53	3	MI:0007;MI:0018
P17839	Q5XXN8	At4g18960	At5g15800	positive	MI:0407	0.53	3	MI:0007;MI:0018
P18064	Q8H1F2	At2g26300	At3g26090	positive	MI:0407	0.81	7	MI:0055;MI:0096;MI:0107;MI:0419;MI:0809
P19456	Q01525	At4g30190	At1g78300	positive	MI:0407	0.44	1	MI:0047
P22953	P25071	At5g02500	At2g41100	positive	MI:0407	0.44	1	MI:0089
P22953	Q9LYP4	At5g02500	At5g07220	positive	MI:0407	0.44	1	MI:0047
P23321	Q8GRU8	At5g66570	At5g56010	positive	MI:0407	0.44	1	MI:0006
P23321	Q9LHA8	At5g66570	At3g12580	positive	MI:0407	0.44	1	MI:0006
P24100	Q67Y93	At3g48750	At2g23430	positive	MI:0407	0.89	10	MI:0018;MI:0096;MI:0112;MI:0676;MI:0809
P24100	Q9FKF6	At3g48750	At5g61650	positive	MI:0407	0.53	2	MI:0007;MI:0018
P24100	Q9LJ45	At3g48750	At3g21870	positive	MI:0407	0.53	2	MI:0007;MI:0018
P24100	Q9LZ78	At3g48750	At5g04470	positive	MI:0407	0.44	1	MI:0055
P24100	Q9SHD3	At3g48750	At2g45080	positive	MI:0407	0.44	1	MI:0007
P25071	P27450	At2g41100	At4g35600	positive	MI:0407	0.44	1	MI:0089
P25071	P43294	At2g41100	At4g13020	positive	MI:0407	0.44	1	MI:0089
P25071	P55737	At2g41100	At5g56030	positive	MI:0407	0.44	1	MI:0089
P25071	P83755	At2g41100	AtCg00020	positive	MI:0407	0.44	1	MI:0089
P25071	Q2V359	At2g41100	At5g20810	positive	MI:0407	0.44	1	MI:0089
P25071	Q38876	At2g41100	At5g60910	positive	MI:0407	0.44	1	MI:0089
P25071	Q39010	At2g41100	At2g30980	positive	MI:0407	0.44	1	MI:0089
P25071	Q39019	At2g41100	At1g09840	positive	MI:0407	0.44	1	MI:0089
P25071	Q39050	At2g41100	At4g14340	positive	MI:0407	0.44	1	MI:0089
P25071	Q39254	At2g41100	At3g13320	positive	MI:0407	0.44	1	MI:0089
P25071	Q42479	At2g41100	At4g23650	positive	MI:0407	0.44	1	MI:0089
P25071	Q4PSU4	At2g41100	At2g24840	positive	MI:0407	0.44	1	MI:0089
P25071	Q5XXJ3	At2g41100	At3g58780	positive	MI:0407	0.44	1	MI:0089
P25071	Q70E96	At2g41100	At4g36250	positive	MI:0407	0.44	1	MI:0089
P25071	Q7X7A9	At2g41100	At1g11270	positive	MI:0407	0.44	1	MI:0089
P25071	Q7X9N2	At2g41100	At5g27070	positive	MI:0407	0.44	1	MI:0089
P25071	Q7Y224	At2g41100	At1g74490	positive	MI:0407	0.44	1	MI:0089
P25071	Q84WC8	At2g41100		positive	MI:0407	0.44	1	MI:0089
P25071	Q8GY11	At2g41100	At2g46130	positive	MI:0407	0.44	1	MI:0089
P25071	Q8GY88	At2g41100	At4g39540	positive	MI:0407	0.44	1	MI:0089
P25071	Q8GYF5	At2g41100	At5g66790	positive	MI:0407	0.44	1	MI:0089
P25071	Q8GZ99	At2g41100	At5g49760	positive	MI:0407	0.44	1	MI:0089
P25071	Q8H1D6	At2g41100	At5g10520	positive	MI:0407	0.44	1	MI:0089
P25071	Q93XM6	At2g41100	At1g08320	positive	MI:0407	0.44	1	MI:0089
P25071	Q93Z27	At2g41100	At5g39670	positive	MI:0407	0.44	1	MI:0089
P25071	Q93Z30	At2g41100	At4g18950	positive	MI:0407	0.44	1	MI:0089
P25071	Q9C562	At2g41100	At5g58380	positive	MI:0407	0.44	1	MI:0089
P25071	Q9C7R6	At2g41100	At1g29340	positive	MI:0407	0.44	1	MI:0089
P25071	Q9C960	At2g41100	At1g60920	positive	MI:0407	0.44	1	MI:0089
P25071	Q9FGX2	At2g41100	At5g49450	positive	MI:0407	0.44	1	MI:0089
P25071	Q9FGZ5	At2g41100	At5g49490	positive	MI:0407	0.44	1	MI:0089
P25071	Q9FHZ1	At2g41100	At5g41920	positive	MI:0407	0.44	1	MI:0089
P25071	Q9FIW6	At2g41100	At5g39810	positive	MI:0407	0.44	1	MI:0089
P25071	Q9FJK3	At2g41100	At5g48670	positive	MI:0407	0.44	1	MI:0089
P25071	Q9FJV0	At2g41100	At5g56580	positive	MI:0407	0.44	1	MI:0089
P25071	Q9FM43	At2g41100	At5g40540	positive	MI:0407	0.44	1	MI:0089
P25071	Q9FMC2	At2g41100	At5g38800	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LDI3	At2g41100	At5g35410	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LFU3	At2g41100	At5g15830/F14F8_210	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LHI7	At2g41100	At3g12200	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LJ68	At2g41100	At3g18980	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LJZ2	At2g41100	At3g20080	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LKA4	At2g41100	At3g15010	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LPK5	At2g41100	At1g21550	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LQ65	At2g41100	At1g59530	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LSI9	At2g41100	At3g28450	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LTW2	At2g41100	At3g12720	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LV04	At2g41100	At5g53450	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LX56	At2g41100	At3g59150	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LYG8	At2g41100	At5g11620	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LYL6	At2g41100	At3g56270	positive	MI:0407	0.44	1	MI:0089
P25071	Q9LZP8	At2g41100	At3g62420	positive	MI:0407	0.44	1	MI:0089
P25071	Q9M2K4	At2g41100	At3g58120	positive	MI:0407	0.44	1	MI:0089
P25071	Q9M7Q2	At2g41100	At3g19290	positive	MI:0407	0.44	1	MI:0089
P25071	Q9M9C3	At2g41100	At1g68380/T2E12_7	positive	MI:0407	0.44	1	MI:0089
P25071	Q9S7H5	At2g41100	At2g04890	positive	MI:0407	0.44	1	MI:0089
P25071	Q9SJX8	At2g41100	At2g31180	positive	MI:0407	0.44	1	MI:0089
P25071	Q9SKN2	At2g41100	At2g28380	positive	MI:0407	0.44	1	MI:0089
P25071	Q9SSF8	At2g41100	At1g74740	positive	MI:0407	0.44	1	MI:0089
P25071	Q9SUP6	At2g41100	At4g23810	positive	MI:0407	0.44	1	MI:0089
P25071	Q9SYP2	At2g41100	At1g20950	positive	MI:0407	0.44	1	MI:0089
P25071	Q9SYS3	At2g41100	At4g04570	positive	MI:0407	0.44	1	MI:0089
P25071	Q9SZ03	At2g41100	At4g34380/F10M10_150	positive	MI:0407	0.44	1	MI:0089
P25071	Q9XID3	At2g41100	At1g34300	positive	MI:0407	0.44	1	MI:0089
P25071	Q9ZPE4	At2g41100	At4g08980	positive	MI:0407	0.44	1	MI:0089
P25071	Q9ZUI9	At2g41100	At1g60040	positive	MI:0407	0.44	1	MI:0089
P25071	Q9ZVM9	At2g41100	At1g54610	positive	MI:0407	0.44	1	MI:0089
P25697	Q9LZP9	At1g32060	At3g62410	positive	MI:0407	0.44	1	MI:0065
P25856	Q9LZP9	At3g26650	At3g62410	positive	MI:0407	0.62	4	MI:0065;MI:0067;MI:0071
P27202	Q8VZW1	At1g79040	At4g19030	positive	MI:0407	0.53	2	MI:0096;MI:0397
P27323	Q9LDC0	At5g52640	At3g21640	positive	MI:0407	0.44	1	MI:0065
P27450	P30187	At4g35600	At2g41090	positive	MI:0407	0.44	1	MI:0089
P27450	P59220	At4g35600	At3g43810	positive	MI:0407	0.44	1	MI:0089
P27450	Q03509	At4g35600	At5g21274	positive	MI:0407	0.44	1	MI:0089
P27450	Q9S744	At4g35600	At3g51920	positive	MI:0407	0.44	1	MI:0089
P30187	P43294	At2g41090	At4g13020	positive	MI:0407	0.44	1	MI:0089
P30187	P55737	At2g41090	At5g56030	positive	MI:0407	0.44	1	MI:0089
P30187	P83755	At2g41090	AtCg00020	positive	MI:0407	0.44	1	MI:0089
P30187	P92525	At2g41090	AtMg00870	positive	MI:0407	0.44	1	MI:0089
P30187	P93050	At2g41090	At2g48010	positive	MI:0407	0.44	1	MI:0089
P30187	Q29Q72	At2g41090		positive	MI:0407	0.44	1	MI:0089
P30187	Q2V359	At2g41090	At5g20810	positive	MI:0407	0.44	1	MI:0089
P30187	Q38847	At2g41090	At5g13790	positive	MI:0407	0.44	1	MI:0089
P30187	Q39010	At2g41090	At2g30980	positive	MI:0407	0.44	1	MI:0089
P30187	Q39050	At2g41090	At4g14340	positive	MI:0407	0.44	1	MI:0089
P30187	Q39162	At2g41090	At5g10030	positive	MI:0407	0.44	1	MI:0089
P30187	Q39254	At2g41090	At3g13320	positive	MI:0407	0.44	1	MI:0089
P30187	Q42479	At2g41090	At4g23650	positive	MI:0407	0.44	1	MI:0089
P30187	Q4PSE3	At2g41090	At5g27050	positive	MI:0407	0.44	1	MI:0089
P30187	Q4PSU4	At2g41090	At2g24840	positive	MI:0407	0.44	1	MI:0089
P30187	Q5XXJ3	At2g41090	At3g58780	positive	MI:0407	0.44	1	MI:0089
P30187	Q70E96	At2g41090	At4g36250	positive	MI:0407	0.44	1	MI:0089
P30187	Q7X9H6	At2g41090	At3g30260	positive	MI:0407	0.44	1	MI:0089
P30187	Q7X9N2	At2g41090	At5g27070	positive	MI:0407	0.44	1	MI:0089
P30187	Q84WC8	At2g41090		positive	MI:0407	0.44	1	MI:0089
P30187	Q84WW1	At2g41090	At3g12350	positive	MI:0407	0.44	1	MI:0089
P30187	Q8GY11	At2g41090	At2g46130	positive	MI:0407	0.44	1	MI:0089
P30187	Q8GY88	At2g41090	At4g39540	positive	MI:0407	0.44	1	MI:0089
P30187	Q8GYF5	At2g41090	At5g66790	positive	MI:0407	0.44	1	MI:0089
P30187	Q8GZ99	At2g41090	At5g49760	positive	MI:0407	0.44	1	MI:0089
P30187	Q8H1D6	At2g41090	At5g10520	positive	MI:0407	0.44	1	MI:0089
P30187	Q8LAW2	At2g41090	At2g24540	positive	MI:0407	0.44	1	MI:0089
P30187	Q8VZK4	At2g41090	At4g16410	positive	MI:0407	0.44	1	MI:0089
P30187	Q8W490	At2g41090	At1g12680	positive	MI:0407	0.44	1	MI:0089
P30187	Q93XM6	At2g41090	At1g08320	positive	MI:0407	0.44	1	MI:0089
P30187	Q93Z27	At2g41090	At5g39670	positive	MI:0407	0.44	1	MI:0089
P30187	Q93Z30	At2g41090	At4g18950	positive	MI:0407	0.44	1	MI:0089
P30187	Q9C5C0	At2g41090	At1g53510	positive	MI:0407	0.44	1	MI:0089
P30187	Q9C9Q4	At2g41090	At1g75100	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FGX2	At2g41090	At5g49450	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FGZ5	At2g41090	At5g49490	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FHQ3	At2g41090	At5g37670	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FIK0	At2g41090	At5g47810	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FIW6	At2g41090	At5g39810	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FJK3	At2g41090	At5g48670	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FL03	At2g41090	At5g66770	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FL19	At2g41090	At5g40120	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FLL0	At2g41090	At5g41200	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FLV4	At2g41090	At5g24080	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FMC2	At2g41090	At5g38800	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FME9	At2g41090	At5g64400	positive	MI:0407	0.44	1	MI:0089
P30187	Q9FUD3	At2g41090	At5g24800	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LDI3	At2g41090	At5g35410	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LFU3	At2g41090	At5g15830/F14F8_210	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LHI7	At2g41090	At3g12200	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LJL9	At2g41090	At3g19100	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LJY7	At2g41090	At3g20110	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LQ65	At2g41090	At1g59530	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LSI9	At2g41090	At3g28450	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LV04	At2g41090	At5g53450	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LW45	At2g41090	At3g30530	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LW66	At2g41090	At3g23310	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LX56	At2g41090	At3g59150	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LYL6	At2g41090	At3g56270	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LZP8	At2g41090	At3g62420	positive	MI:0407	0.44	1	MI:0089
P30187	Q9LZV7	At2g41090	At5g01890	positive	MI:0407	0.44	1	MI:0089
P30187	Q9M2K4	At2g41090	At3g58120	positive	MI:0407	0.44	1	MI:0089
P30187	Q9M7Q2	At2g41090	At3g19290	positive	MI:0407	0.44	1	MI:0089
P30187	Q9M8T0	At2g41090	At3g02880	positive	MI:0407	0.44	1	MI:0089
P30187	Q9M9C3	At2g41090	At1g68380/T2E12_7	positive	MI:0407	0.44	1	MI:0089
P30187	Q9M9C5	At2g41090	At1g68400	positive	MI:0407	0.44	1	MI:0089
P30187	Q9SGN7	At2g41090	At1g28390	positive	MI:0407	0.44	1	MI:0089
P30187	Q9SJX8	At2g41090	At2g31180	positive	MI:0407	0.44	1	MI:0089
P30187	Q9SKN2	At2g41090	At2g28380	positive	MI:0407	0.44	1	MI:0089
P30187	Q9SL70	At2g41090	At2g20110	positive	MI:0407	0.44	1	MI:0089
P30187	Q9SLP1	At2g41090	At3g61880	positive	MI:0407	0.44	1	MI:0089
P30187	Q9SND6	At2g41090	At3g50310	positive	MI:0407	0.44	1	MI:0089
P30187	Q9SSC7	At2g41090	At1g80120	positive	MI:0407	0.44	1	MI:0089
P30187	Q9SSF8	At2g41090	At1g74740	positive	MI:0407	0.44	1	MI:0089
P30187	Q9SUP6	At2g41090	At4g23810	positive	MI:0407	0.44	1	MI:0089
P30187	Q9SYS3	At2g41090	At4g04570	positive	MI:0407	0.44	1	MI:0089
P30187	Q9SZ03	At2g41090	At4g34380/F10M10_150	positive	MI:0407	0.44	1	MI:0089
P30187	Q9SZJ6	At2g41090	At4g37940	positive	MI:0407	0.44	1	MI:0089
P30187	Q9T074	At2g41090	At4g37870	positive	MI:0407	0.44	1	MI:0089
P30187	Q9ZPE4	At2g41090	At4g08980	positive	MI:0407	0.44	1	MI:0089
P30187	Q9ZUI9	At2g41090	At1g60040	positive	MI:0407	0.44	1	MI:0089
P30187	Q9ZVM9	At2g41090	At1g54610	positive	MI:0407	0.44	1	MI:0089
P30302	Q08733	At2g37180	At1g01620	positive	MI:0407	0.53	2	MI:0096;MI:0397
P30302	Q9ZVX8	At2g37180	At2g16850	positive	MI:0407	0.65	4	MI:0096;MI:0397;MI:0809
P34047	P34047	At3g22425	At3g22425	positive	MI:0407	0.44	1	MI:0114
P34791	Q42588	At3g62030	At1g55920	positive	MI:0407	0.53	3	MI:0018;MI:0096
P35631	Q8W234	At1g69120	At1g43850	positive	MI:0407	0.53	2	MI:0018;MI:0096
P35631	Q9FUY2	At1g69120	At4g32551	positive	MI:0407	0.44	1	MI:0096
P40228	P92973	At5g47080	At2g46830	positive	MI:0407	0.6	3	MI:0018;MI:0096;MI:0424
P42697	Q5W7F2	At5g42080	At5g13300	positive	MI:0407	0.56	4	MI:0018;MI:0096;MI:0663
P42697	Q9C5U2	At5g42080	At5g35750	positive	MI:0407	0.53	3	MI:0018;MI:0096
P42752	Q9LZ78	At2g22490	At5g04470	positive	MI:0407	0.44	1	MI:0055
P42752	Q9SGE2	At2g22490	At1g08180	positive	MI:0407	0.44	1	MI:0055
P43254	P43254	At2g32950	At2g32950	positive	MI:0407	0.78	7	MI:0006;MI:0007;MI:0012;MI:0018;MI:0030;MI:0071
P43254	P93025	At2g32950	At5g58140	positive	MI:0407	0.53	2	MI:0007;MI:0809
P43254	Q39057	At2g32950	At5g15840	positive	MI:0407	0.73	8	MI:0007;MI:0018;MI:0055;MI:0096;MI:0416
P43254	Q43125	At2g32950	At4g08920	positive	MI:0407	0.68	4	MI:0007;MI:0018;MI:0663
P43254	Q8W4J9	At2g32950	At5g43470	positive	MI:0407	0.53	2	MI:0007;MI:0809
P43254	Q94BM7	At2g32950	At1g53090	positive	MI:0407	0.78	14	MI:0006;MI:0007;MI:0018;MI:0096;MI:0397
P43254	Q96524	At2g32950	At1g04400	positive	MI:0407	0.65	3	MI:0006;MI:0018;MI:0809
P43254	Q9SK53	At2g32950	At2g24790	positive	MI:0407	0.53	3	MI:0018;MI:0055
P43273	P93002	At5g06950	At1g64280	positive	MI:0407	0.94	12	MI:0004;MI:0007;MI:0018;MI:0096;MI:0397;MI:1112;MI:1356
P43291	Q39090	At1g10940	At1g30950	positive	MI:0407	0.53	3	MI:0018;MI:0096
P43294	P59220	At4g13020	At3g43810	positive	MI:0407	0.44	1	MI:0089
P43294	Q03509	At4g13020	At5g21274	positive	MI:0407	0.44	1	MI:0089
P43294	Q9S744	At4g13020	At3g51920	positive	MI:0407	0.44	1	MI:0089
P43298	P46014	At1g66150	At5g19280	positive	MI:0407	0.44	1	MI:0049
P46014	P47735	At5g19280	At4g28490	positive	MI:0407	0.44	1	MI:0047
P46014	Q8GYA4	At5g19280	At4g23180	positive	MI:0407	0.44	1	MI:0049
P46014	Q9C5S9	At5g19280	At4g23140	positive	MI:0407	0.44	2	MI:0049
P46014	Q9SYQ8	At5g19280	At1g75820	positive	MI:0407	0.81	6	MI:0047;MI:0049;MI:0107;MI:0411;MI:0424;MI:0434
P46639	Q9LZM8	At4g08150	At5g02030	positive	MI:0407	0.85	9	MI:0018;MI:0047;MI:0416;MI:1356;MI:2277
P47998	Q9MAX3	At4g14880	At1g78000	positive	MI:0407	0.63	5	MI:0018;MI:0096;MI:0809
P48349	Q94AG2	At5g10450	At1g71830	positive	MI:0407	0.65	6	MI:0018;MI:0055;MI:0096;MI:0424;MI:0663
P48349	Q9FK25	At5g10450	At5g54160	positive	MI:0407	0.44	1	MI:0047
P48641	P48641	At3g24170	At3g24170	positive	MI:0407	0.44	1	MI:0071
P48731	Q38874	At4g32980	At1g62360	positive	MI:0407	0.84	9	MI:0007;MI:0018;MI:0096;MI:0809;MI:1356;MI:2277
P49177	Q93V47	At4g34460	At3g22942	positive	MI:0407	0.53	2	MI:0018;MI:0096
P49177	Q9FDX9	At4g34460	At3g63420	positive	MI:0407	0.82	8	MI:0018;MI:0055;MI:0096;MI:0112;MI:0663
P49333	Q05609	At1g66340	At5g03730	positive	MI:0407	0.76	6	MI:0018;MI:0096
P49333	Q9S814	At1g66340	At5g03280	positive	MI:0407	0.56	2	MI:0017;MI:0055
P49597	Q39192	At4g26080	At3g50500	positive	MI:0407	0.81	7	MI:0004;MI:0007;MI:0018;MI:0809
P49597	Q39193	At4g26080	At5g66880	positive	MI:0407	0.8	8	MI:0004;MI:0007;MI:0018;MI:0809
P49597	Q8S8E3	At4g26080	At2g40330	positive	MI:0407	0.82	9	MI:0004;MI:0397;MI:0905;MI:1112;MI:1356
P49597	Q8VZS8	At4g26080	At5g46790	positive	MI:0407	0.94	13	MI:0004;MI:0071;MI:0096;MI:0114;MI:0397;MI:0905;MI:1112;MI:1356
P49597	Q93ZY2	At4g26080	At4g38430	positive	MI:0407	0.63	4	MI:0007;MI:0018;MI:0096;MI:0809
P49597	Q940H6	At4g26080	At4g33950	positive	MI:0407	0.94	15	MI:0007;MI:0018;MI:0434;MI:0809
P49597	Q9FLB1	At4g26080	At5g05440	positive	MI:0407	0.86	12	MI:0004;MI:0397;MI:0905;MI:1112;MI:1356
P49597	Q9M101	At4g26080	At4g04740	positive	MI:0407	0.41	1	MI:0809
P49597	Q9M9E9	At4g26080	At1g78290	positive	MI:0407	0.41	1	MI:0018
P49597	Q9SSM7	At4g26080	At1g73000	positive	MI:0407	0.77	5	MI:0397;MI:0905;MI:1112;MI:1356
P49597	Q9ZSA2	At4g26080	At4g04720	positive	MI:0407	0.41	1	MI:0809
P49598	Q39192	At3g11410	At3g50500	positive	MI:0407	0.41	1	MI:0018
P49598	Q39193	At3g11410	At5g66880	positive	MI:0407	0.41	1	MI:0018
P49598	Q940H6	At3g11410	At4g33950	positive	MI:0407	0.54	2	MI:0018;MI:0434
P49598	Q9LD83	At3g11410	At1g12480	positive	MI:0407	0.41	1	MI:0809
P49677	P49677	At4g14560	At4g14560	positive	MI:0407	0.87	10	MI:0018;MI:0096;MI:0397;MI:1112;MI:1356
P51567	Q9SEU4	At4g24740	At1g55310	positive	MI:0407	0.56	2	MI:0096;MI:0424
P54609	P54609	At3g09840	At3g09840	positive	MI:0407	0.74	5	MI:0018;MI:0055;MI:0807
P54609	Q94AG2	At3g09840	At1g71830	positive	MI:0407	0.87	12	MI:0006;MI:0007;MI:0018;MI:0055;MI:0096;MI:0423;MI:0424;MI:0663
P55034	Q84L30	At4g38630	At5g38470	positive	MI:0407	0.44	1	MI:0096
P55034	Q84L31	At4g38630	At3g02540	positive	MI:0407	0.44	1	MI:0096
P55034	Q84L32	At4g38630	At1g16190	positive	MI:0407	0.44	1	MI:0096
P55034	Q84L33	At4g38630	At1g79650	positive	MI:0407	0.44	1	MI:0096
P55034	Q9SII8	At4g38630	At2g17200	positive	MI:0407	0.44	2	MI:0096
P55737	P55737	At5g56030	At5g56030	positive	MI:0407	0.44	1	MI:0030
P55737	P59220	At5g56030	At3g43810	positive	MI:0407	0.54	2	MI:0007;MI:0089
P55737	Q03509	At5g56030	At5g21274	positive	MI:0407	0.54	2	MI:0007;MI:0089
P55737	Q9S744	At5g56030	At3g51920	positive	MI:0407	0.54	2	MI:0007;MI:0089
P55852	Q9SJN0	At4g26840	At2g36270	positive	MI:0407	0.54	2	MI:0007;MI:0808
P59220	P83755	At3g43810	AtCg00020	positive	MI:0407	0.54	2	MI:0007;MI:0089
P59220	P92525	At3g43810	AtMg00870	positive	MI:0407	0.44	1	MI:0089
P59220	P93050	At3g43810	At2g48010	positive	MI:0407	0.44	1	MI:0089
P59220	Q29Q72	At3g43810		positive	MI:0407	0.44	1	MI:0089
P59220	Q2V359	At3g43810	At5g20810	positive	MI:0407	0.54	2	MI:0007;MI:0089
P59220	Q38847	At3g43810	At5g13790	positive	MI:0407	0.44	1	MI:0089
P59220	Q39010	At3g43810	At2g30980	positive	MI:0407	0.44	1	MI:0089
P59220	Q39050	At3g43810	At4g14340	positive	MI:0407	0.44	1	MI:0089
P59220	Q39254	At3g43810	At3g13320	positive	MI:0407	0.44	1	MI:0089
P59220	Q42479	At3g43810	At4g23650	positive	MI:0407	0.54	2	MI:0007;MI:0089
P59220	Q4PSE3	At3g43810	At5g27050	positive	MI:0407	0.44	1	MI:0089
P59220	Q4PSU4	At3g43810	At2g24840	positive	MI:0407	0.44	1	MI:0089
P59220	Q5XXJ3	At3g43810	At3g58780	positive	MI:0407	0.44	1	MI:0089
P59220	Q6R0E4	At3g43810	At1g06910	positive	MI:0407	0.44	1	MI:0089
P59220	Q70E96	At3g43810	At4g36250	positive	MI:0407	0.44	1	MI:0089
P59220	Q7X9H6	At3g43810	At3g30260	positive	MI:0407	0.44	1	MI:0089
P59220	Q7X9H9	At3g43810	At5g26950	positive	MI:0407	0.44	1	MI:0089
P59220	Q7X9N2	At3g43810	At5g27070	positive	MI:0407	0.44	1	MI:0089
P59220	Q84JC2	At3g43810	At4g18650	positive	MI:0407	0.44	1	MI:0089
P59220	Q84WC8	At3g43810		positive	MI:0407	0.44	1	MI:0089
P59220	Q84WW1	At3g43810	At3g12350	positive	MI:0407	0.44	1	MI:0089
P59220	Q8GY11	At3g43810	At2g46130	positive	MI:0407	0.44	1	MI:0089
P59220	Q8GY88	At3g43810	At4g39540	positive	MI:0407	0.44	1	MI:0089
P59220	Q8GYF5	At3g43810	At5g66790	positive	MI:0407	0.44	1	MI:0089
P59220	Q8GYP4	At3g43810	At4g18630/F28A21_40	positive	MI:0407	0.44	1	MI:0089
P59220	Q8GZ99	At3g43810	At5g49760	positive	MI:0407	0.44	1	MI:0089
P59220	Q8H1D6	At3g43810	At5g10520	positive	MI:0407	0.44	1	MI:0089
P59220	Q8LAW2	At3g43810	At2g24540	positive	MI:0407	0.44	1	MI:0089
P59220	Q8VZK4	At3g43810	At4g16410	positive	MI:0407	0.44	1	MI:0089
P59220	Q8W490	At3g43810	At1g12680	positive	MI:0407	0.44	1	MI:0089
P59220	Q93XM6	At3g43810	At1g08320	positive	MI:0407	0.44	1	MI:0089
P59220	Q93Z27	At3g43810	At5g39670	positive	MI:0407	0.44	1	MI:0089
P59220	Q93Z30	At3g43810	At4g18950	positive	MI:0407	0.44	1	MI:0089
P59220	Q944J2	At3g43810	At4g28706	positive	MI:0407	0.44	1	MI:0089
P59220	Q9C5C0	At3g43810	At1g53510	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FG14	At3g43810	At5g06560	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FG20	At3g43810	At5g06500	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FGZ5	At3g43810	At5g49490	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FHZ1	At3g43810	At5g41920	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FIK0	At3g43810	At5g47810	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FIW6	At3g43810	At5g39810	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FJK3	At3g43810	At5g48670	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FL03	At3g43810	At5g66770	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FL19	At3g43810	At5g40120	positive	MI:0407	0.44	1	MI:0089
P59220	Q9FLL0	At3g43810	At5g41200	positive	MI:0407	0.44	1	MI:0089
